"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_NEED_HELP","Need help?","","Need help?","Need help?","সাহায্য প্রয়োজন?","需要帮助？","需要幫忙?","Potřebujete poradit?","Hulp nodig?","Need help?","Vajate abi?","Besoin d'aide ?","Benötigen Sie Hilfe?","Χρειάζεστε βοήθεια;","נדרש סיוע?","Need help?","Segítsünk?","Butuh bantuan?","Bisogno di aiuto?","支援が必要ですか？","도움이 필요하십니까?","Trenger du hjelp?","Need help?","Potrzebujesz pomocy?","Precisa de ajuda?","Нужна помощь?","¿Necesita ayuda?","Behöver du hjälp?","Yardım gerekli mi?","Потрібна допомога?","Cần trợ giúp?"
"TR_NUMBER_OF_DEVICES","Number of devices","","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Number of devices","Количество устройств","Número de los dispositivos","Number of devices","Number of devices","Кількість пристроїв","Number of devices"
"TR_NAV_SUMMARY","Summary","Title of the navigation tab that contains information about selected account (balance, tx history).","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Summary","Обзор","Resumen","Summary","Summary","Перелiк","Summary"
"TR_NAV_RECEIVE","Receive","Title of the navigation tab that contains the account address","Receive","Receive","গ্রহণ করুন","接收","接收","Přijmout","Ontvangen","Receive","Receive","Recevoir","Empfangen","Λάβετε","קבלה","Receive","Fogadott","Menerima","Ricevi","受信","받기","Receive","Receive","Otrzymane","Receber","Получить","Recibir","Ta emot","Al","Отримати","Nhận"
"TR_NAV_SEND","Send","Title of the navigation tab that contains a form for sending funds","Send","Send","পাঠান","发送","發送","Odeslat","Verzenden","Send","Saada","Envoyer","Senden","Αποστολή","שליחה","Send","Küldés","Kirim","Invia","送信","보내기","Send","Send","Wyślij","Enviar","Отправить","Enviar","Skicka","Gönder","Надіслати","Gửi"
"TR_NAV_SIGN_AND_VERIFY","Sign & Verify","Title of the navigation tab that contains a form for signing and verifying messages","Sign & Verify","Sign & Verify","Sign & Verify","签署并验证","Sign & Verify","Podepsat & ověřit","Sign & Verify","Sign & Verify","Sign & Verify","Signer et vérifier","Signieren & Verifizieren","Sign & Verify","Sign & Verify","Sign & Verify","Sign & Verify","Sign & Verify","Sign & Verify","署名と検証","서명 및 확인","Sign & Verify","Sign & Verify","Sign & Verify","Sign & Verify","Подписать и заверить","Firmar y verificar","Sign & Verify","Sign & Verify","Підписати & перевірити","Sign & Verify"
"TR_AMOUNT","Amount","","Amount","Amount","পরিমাণ","金额","金額","Částka","Bedrag","Amount","Kogus","Montant","Betrag","Ποσό","סכום","Amount","Összeg","Jumlah","Importo","金額","금액","Beløp","Amount","Kwota","Valor","Сумма","Cantidad","Antal","Tutar","Сума","Số lượng"
"TR_SET_MAX","Set max","Used for setting maximum amount in Send form","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Set max","Весь баланс","Establecer como máximo","Set max","Set max","Вiдicлати усе","Set max"
"TR_FEE","Fee","Label in Send form","Fee","Fee","ফি","手续费","Fee","Poplatek","Transactiekosten","Fee","Tasu","Frais","Gebühr","Προμήθεια","עמלה","Fee","TR. díj","Fee","Commissioni","手数料","수수료","Fee","Fee","Opłata","Taxa","Комиссия","Comisión","Avgift","Masraf","Комісія","Phí"
"TR_RECOMMENDED_FEES_UPDATED","Recommended fees updated.","","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Recommended fees updated.","Рекомендованная комиссия обновлена.","Comisiones recomendadas se han actualizado.","Recommended fees updated.","Recommended fees updated.","Рекомендовану комiсiю оновлено.","Recommended fees updated."
"TR_CLICK_HERE_TO_USE_THEM","Click here to use them","Button to use recommended updated fees.","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Click here to use them","Нажмите здесь, чтобы использовать её","Haga clic aquí para utilizarlos","Click here to use them","Click here to use them","Натисніть тут, щоб використувати їх","Click here to use them"
"TR_ADVANCED_SETTINGS","Advanced settings","Shows advanced sending form","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Advanced settings","Продвинутые настройки","Configuración avanzada","Advanced settings","Advanced settings","Додаткові налаштування","Advanced settings"
